Name,Category,Author,Price,Series,Pages,Publisher,Date,Language,ISBN_10,ISBN_13,Dimensions,Weight
Twisted: Dystopian Urban Fantasy,Fantasy : Dark,Ann Gimpel and Kate Richards,$14.99,,312 pages,"Ann Giimpel Books, LLC","March 16, 2018",English,1948871076,978-1948871075,5.5 x 0.6 x 8.5 inches,12.3 ounces
The Legendary Warslinger: The Haunted City,Fantasy : Dark,Ty'ron W C Robinson II,$14.99,,300.0 pages,Dark Titan Entertainment,"March 6, 2018",English,0999820435,978-0999820438,5.5 x 0.7 x 8.5 inches,13.4 ounces
The Mushroom Kingdom,Fantasy : Dark,Patrick Neal and Minnie Hernandez,$10.00,,134 pages,CreateSpace Independent Publishing Platform,"March 4, 2018",English,1986218848,978-1986218849,6 x 0.3 x 9 inches,9.1 ounces
Cold Love,Fantasy : Dark,Jin Okubo,$15.00,,270 pages,CreateSpace Independent Publishing Platform,"March 5, 2018",English,1986219852,978-1986219853,5 x 0.7 x 8 inches,12.8 ounces
Forged in Flames: The Lakrius Chronicle,Fantasy : Dark,Gaja J. Kos and Boris Kos,$14.99,,400 pages,CreateSpace Independent Publishing Platform,"March 2, 2018",English,1986099032,978-1986099035,6 x 1 x 9 inches,1.5 pounds
Strange Island Stories,Fantasy : Dark,Edited by Jonathan E. Lewis,$13.88,,352 pages,Stark House Press,"March 26, 2018",English,1944520430,978-1944520434,5.5 x 0.7 x 8.5 inches,14.4 ounces
Keeper of the Way (Crossing the Line),Fantasy : Dark,Patricia Leslie,$19.95,Crossing the Line (Book 1),338 pages,Odyssey Books,"March 12, 2018",English,192565219X,978-1925652192,6 x 0.8 x 9 inches,1.1 pounds
Wolf's Blood: Plague of Snowbrook,Fantasy : Dark,Meagan Poetschlag,$19.99,,536 pages,Light Switch Press,"March 13, 2018",English,1944255818,978-1944255817,6 x 1.2 x 9 inches,2 pounds
Anna Undreaming (The Metiks Fade Trilogy) (Volume 1),Fantasy : Dark,Thomas Welsh,$14.91,The Metiks Fade Trilogy (Book 1),368 pages,Owl Hollow Press,"March 20, 2018",English,1945654082,978-1945654084,6 x 0.9 x 9 inches,1.4 pounds
Songbird,Fantasy : Dark,Robin Ive,$13.23,,372 pages,CreateSpace Independent Publishing Platform,"March 2, 2018",English,1985803305,978-1985803305,5 x 0.9 x 8 inches,1 pounds
Pulp Fable,Fantasy : Dark,Sean-Michael Argo and Sarah Stone,$8.95,,158 pages,CreateSpace Independent Publishing Platform,"March 4, 2018",English,1986094553,978-1986094559,5.5 x 0.4 x 8.5 inches,9.1 ounces
Defiance: A Novel of Supernatural Demon Horror (Demon Blood) (Volume 3),Fantasy : Dark,Tim Meyer,$9.99,Demon Blood,182 pages,CreateSpace Independent Publishing Platform; 1 edition,"March 9, 2018",English,1986339734,978-1986339735,5.2 x 0.4 x 8 inches,9.6 ounces
Seahaven (The Ravencrest Chronicles) (Volume 1),Fantasy : Dark,B K Bass,$6.95,The Ravencrest Chronicles,82 pages,CreateSpace Independent Publishing Platform; 1 edition,"March 8, 2018",English,1986340929,978-1986340922,6 x 0.2 x 9 inches,6.2 ounces
The Last Sea God: (An Epic Fantasy) (Bone War Trilogy),Fantasy : Dark,Ashley Capes,$11.23,Bone War Trilogy (Book 1),348 pages,Close-Up Books,"March 1, 2018",English,0648260003,978-0648260004,5 x 0.8 x 8 inches,13.3 ounces
Dragons Reign: A Novel of Dragons Realm (Dragons Realm Saga),Fantasy : Dark,Tessa Dawn,$14.84,Dragons Realm Saga (Book 2),300 pages,"Ghost Pines Publishing, LLC","February 18, 2018",English,1937223272,978-1937223274,5.5 x 0.6 x 8.5 inches,12.5 ounces
Rotten Magic (The Artifice Mage Saga) (Volume 1),Fantasy : Dark,Jeffrey Bardwell,$9.99,The Artifice Mage Saga (Book 1),202 pages,Twigboat Press; 2 edition,"February 12, 2018",English,1943289158,978-1943289158,5 x 0.5 x 8 inches,9.9 ounces
The Mark of Chaos (The Mark of Chaos Series) (Volume 1),Fantasy : Dark,Susan D Kalior,$12.99,The Mark of Chaos Series,340 pages,CreateSpace Independent Publishing Platform,"February 12, 2018",English,1984299344,978-1984299345,6 x 0.8 x 9 inches,1.3 pounds
Bargo Lynden: Wizards and Warlocks (Bargo Lynden Series) (Volume 2),Fantasy : Dark,Nicholas T. Davis,$12.50,Bargo Lynden Series,286 pages,CreateSpace Independent Publishing Platform,"February 23, 2018",English,198585712X,978-1985857124,6 x 0.6 x 9 inches,1.1 pounds
The Legacy of Old Gran Parks,Fantasy : Dark,Isobel Blackthorn,$14.99,,340 pages,Hellbound Books Publishing,"February 21, 2018",English,1948318105,978-1948318105,5 x 0.8 x 8 inches,15.5 ounces
Forever Dark (Volume 1),Fantasy : Dark,Linda Jackson,$19.99,Forever Dark,436 pages,CreateSpace Independent Publishing Platform,"February 23, 2018",English,1985301687,978-1985301689,6 x 1.1 x 9 inches,1.6 pounds
Broken Wizards (The Artifice Mage Saga) (Volume 2),Fantasy : Dark,Jeffrey Bardwell,$12.99,The Artifice Mage Saga (Book 2),466 pages,Twigboat Press; 2 edition,"February 13, 2018",English,1943289174,978-1943289172,5 x 1.2 x 8 inches,1.3 pounds
The Silent Pact (The Tale of the Black Covenant) (Volume 1),Fantasy : Dark,Genevieve Dickinson,$8.99,The Tale of the Black Covenant,226 pages,CreateSpace Independent Publishing Platform; 1 edition,"February 3, 2018",English,1984955217,978-1984955210,6 x 0.6 x 9 inches,14.2 ounces
Shadows in Zamboula: Large Print,Fantasy : Dark,Robert E. Howard,$10.99,,74 pages,CreateSpace Independent Publishing Platform,"February 4, 2018",English,1985009404,978-1985009400,8.5 x 0.2 x 11 inches,8.8 ounces
Making of a Magister (Realm of Hulsteria) (Volume 3),Fantasy : Dark,Frank David,$16.95,Realm of Hulsteria,392 pages,CreateSpace Independent Publishing Platform,"February 7, 2018",English,1979267898,978-1979267892,6 x 1 x 9 inches,1.5 pounds
"Lead Me Not into Temptation, I Can Find It on My Own",Fantasy : Dark,Robert Radar Holt,$20.99,,350 pages,AuthorHouse,"February 9, 2018",English,1546226060,978-1546226062,5 x 0.9 x 8 inches,12.8 ounces
Trapped: Dr. van Wolfe Saga,Fantasy : Dark,Amanda Byrd,$11.99,,198 pages,Gatekeeper Press,"March 13, 2018",English,1619848163,978-1619848160,5.5 x 0.5 x 8.5 inches,8.5 ounces
The Untamed Sword: A Sword & Sorcery Adventure,Fantasy : Dark,A. R. Williams,$7.99,,174 pages,CreateSpace Independent Publishing Platform,"February 5, 2018",English,1984083988,978-1984083982,6 x 0.4 x 9 inches,11.4 ounces
A Witch Shall Be Born: Large Print,Fantasy : Dark,Robert E. Howard,$10.99,,94 pages,CreateSpace Independent Publishing Platform,"February 4, 2018",English,1985009420,978-1985009424,8.5 x 0.2 x 11 inches,10.7 ounces
Shadows in Zamboula: Large Print,Fantasy : Dark,Robert E. Howard,$10.99,,94 pages,CreateSpace Independent Publishing Platform,"February 4, 2018",English,1985009404,978-1985009400,8.5 x 0.2 x 11 inches,8.8 ounces
Black Annis: Demon Slayer (Dark Urban Fantasy) (Volume 2),Fantasy : Dark,Aubrey Law,$5.99,Dark Urban Fantasy,104 pages,CreateSpace Independent Publishing Platform,"February 20, 2018",English,198507429X,978-1985074293,5 x 0.2 x 8 inches,5.9 ounces
The Sins of Sister Severa and Other Adventures in Fantasy,Fantasy : Dark,Juliet Baranne,$7.29,,104 pages,CreateSpace Independent Publishing Platform; 1 edition,"February 1, 2018",English,1985006391,978-1985006393,6 x 0.2 x 9 inches,7.5 ounces
The Sins of  Sister Severa,Fantasy : Dark,Juliet Baranne,$7.29,,86 pages,CreateSpace Independent Publishing Platform; 1 edition,"February 5, 2018",English,1985148080,978-1985148086,6 x 0.2 x 9 inches,6.4 ounces
The Road to Shanhasson: The Shanhasson Trilogy (Blood and Shadows) (Volume 3),Fantasy : Dark,Joely Sue Burkhart,$14.99,Blood and Shadows,410 pages,CreateSpace Independent Publishing Platform; 1 edition,"February 8, 2018",English,1985234831,978-1985234833,6 x 0.9 x 9 inches,1.5 pounds
The Edelion: Deliverance,Fantasy : Dark,M J Zeller,$13.96,,224 pages,"Page Publishing, Inc.","February 22, 2018",English,1641388412,978-1641388412,6 x 0.5 x 9 inches,11.2 ounces
Grim's Awakening: The First Reaper Chronicle (The Reaper Chronicles) (Volume 1),Fantasy : Dark,"Miracle, Z and Jessi Polonis",$9.99,The Reaper Chronicles,232 pages,CreateSpace Independent Publishing Platform; 1 edition,"February 7, 2018",English,1985159449,978-1985159440,6 x 0.5 x 9 inches,14.4 ounces
A House of Strange Happenings: Ohio Ghost Stories (Volume 2),Fantasy : Dark,Clarence Edward Wells,$8.00,Ohio Ghost Stories,190 pages,CreateSpace Independent Publishing Platform; 1st edition,"February 15, 2018",English,1985628279,978-1985628274,6 x 0.4 x 9 inches,12.2 ounces
Steps Into Darkness Revised: A Modern Vampire Story,Fantasy : Dark,Clarence Edward Wells,$7.00,,134 pages,CreateSpace Independent Publishing Platform; 2nd edition,"February 17, 2018",English,198567081X,978-1985670815,6 x 0.3 x 9 inches,9 ounces
The Rise of Darkus: Awakening (Volume 1),Fantasy : Dark,Josh R Hamilton and Howard Wayne Hamilton,$15.85,The Rise of Darkus,460 pages,CreateSpace Independent Publishing Platform,"February 20, 2018",English,1985766663,978-1985766662,6 x 1.2 x 9 inches,1.7 pounds
Pursuit of Darkness (The House Sarkoczy Series) (Volume 1),Fantasy : Dark,Nancy Chandler and Kasey Hill,$14.99,The House Sarkoczy Series,298 pages,Azoth Khem Publishing; 1 edition,"February 15, 2018",English,194598743X,978-1945987434,6 x 0.7 x 9 inches,1.1 pounds
Spectral Evidence,Fantasy : Dark,Gemma Files,$15.95,,212 pages,Trepidatio Pub,"February 16, 2018",English,1947654187,978-1947654181,6 x 0.5 x 9 inches,10.6 ounces
13 Lives and a Heart,Fantasy : Dark,Naveen Dagar,$11.99,,224 pages,"Notion Press, Inc.; 1 edition","February 2, 2018",English,1948372738,978-1948372732,5 x 0.6 x 8 inches,10.7 ounces
Saint Sebastian the Rose: The Lonely Tower Series,Fantasy : Dark,Michael W Glover M.D. and Menke Mary Ward,$12.99,Lonely Tower (Book 1),324 pages,Ink Dreams Publishing,"February 1, 2018",English,0998158801,978-0998158808,6 x 0.7 x 9 inches,1 pounds
DarkWalker 1: Hunting Grounds (Volume 1),Fantasy : Dark,John Urbancik,$12.00,DarkWalker,288 pages,DarkFluidity; 2 edition,"February 20, 2018",English,0998388254,978-0998388250,5 x 0.7 x 8 inches,13.4 ounces
Tales of Space and Time,Fantasy : Dark,H. G. Wells,$11.99,,248 pages,CreateSpace Independent Publishing Platform; Revised edition,"January 19, 2018",English,1984027999,978-1984027993,6 x 0.6 x 9 inches,15.4 ounces
Chain of Lost Memories: A Chain of Memories Story (Volume 5),Fantasy : Dark,Michael Freney,$20.00,Chain of Memories,250 pages,CreateSpace Independent Publishing Platform,"January 21, 2018",English,198410148X,978-1984101488,6 x 0.6 x 9 inches,15.4 ounces
Morals of the Youth,Fantasy : Dark,Jerome Brooke,$7.29,,84 pages,CreateSpace Independent Publishing Platform; 3 edition,"January 23, 2018",English,1984172980,978-1984172983,6 x 0.2 x 9 inches,6.4 ounces
The Nightfall Queen,Fantasy : Dark,Briar Grey,$12.93,,362 pages,CreateSpace Independent Publishing Platform,"January 28, 2018",English,1984254987,978-1984254986,6 x 0.8 x 9 inches,1.4 pounds
Queen of the Night Guild,Fantasy : Dark,Andy Peloquin,$17.99,,416 pages,CreateSpace Independent Publishing Platform,"January 30, 2018",English,1984369547,978-1984369543,6 x 0.9 x 9 inches,1.5 pounds
As They Burn (Sword and Sorcery) (Volume 5),Fantasy : Dark,Dylan Doose,$14.99,Sword and Sorcery,334 pages,Dylan Doose,"January 3, 2018",English,1775235009,978-1775235002,6 x 0.8 x 9 inches,1.3 pounds
The Beasts of Electra Drive,Fantasy : Dark,Rohan Quine,$15.00,,358 pages,EC1 Digital; 1 edition,"January 3, 2018",English,0992754941,978-0992754945,5.5 x 0.9 x 8.5 inches,1.2 pounds
Un Vampiro (Italian Edition),Fantasy : Dark,Luigi Capuana,$8.99,,42 pages,CreateSpace Independent Publishing Platform,"January 7, 2018",Italian,1979841616,978-1979841610,6 x 0.1 x 9 inches,3.8 ounces
Shadowfest,Fantasy : Dark,D. J. Reid,$12.99,,348 pages,CreateSpace Independent Publishing Platform,"January 2, 2018",English,1979877890,978-1979877893,5 x 0.9 x 8 inches,1 pounds
Beyond Reason: A Collection of Short Stories,Fantasy : Dark,Assistant Professor in the History of Political Thought James Griffith,$15.95,,196 pages,"Christian Faith Publishing, Inc.","January 30, 2018",English,164140163X,978-1641401630,5 x 0.4 x 8 inches,7.7 ounces
Enemy of the World (Main Character hides his Strength Book 1) (Volume 1),Fantasy : Dark,Road Warrior and Edward Ro,$16.99,Main Character hides his Strength,482 pages,"Oppatranslations, LLC; 2 edition","January 11, 2018",English,0999295713,978-0999295717,6 x 1.2 x 9 inches,1.8 pounds
The Night Land: A Love Tale (Classic Reprint),Fantasy : Dark,William Hope Hodgson,$11.57,,256 pages,Forgotten Books,"January 19, 2018",English,1333845995,978-1333845995,6 x 0.5 x 9 inches,12.2 ounces
Beauty: Fairy Tales 3,Fantasy : Dark,Sarah Pinborough,$9.38,,400 pages,Titan Books; Reprint edition,"January 16, 2018",English,178329115X,978-1783291151,5.3 x 0.6 x 8.1 inches,6.4 ounces
Doorway to Shadows,Fantasy : Dark,Robert M Lettinga,$17.95,,282 pages,"Christian Faith Publishing, Inc.","January 30, 2018",English,1641409967,978-1641409964,6 x 0.6 x 9 inches,12 ounces
Ascension: Queen Of Ages Trilogy: Book One (Volume 1),Fantasy : Dark,Paula Acton,$13.99,Queen Of Ages Trilogy (Book 1),380 pages,CreateSpace Independent Publishing Platform,"January 10, 2018",English,1539927725,978-1539927723,5 x 1 x 8 inches,1.1 pounds
The Phoenix Embryo (Seasons of the Phoenix) (Volume 1),Fantasy : Dark,Jeanne Marcella,$15.00,Seasons of the Phoenix,404 pages,CreateSpace Independent Publishing Platform; 2 edition,"January 20, 2018",English,1546425020,978-1546425021,6 x 1 x 9 inches,1.5 pounds
Wrath of Dragons (Elderealm),Fantasy : Dark,Scott King,$14.21,Elderealm,404 pages,CreateSpace Independent Publishing Platform; 1 edition,"January 24, 2018",English,1548433047,978-1548433048,6 x 0.9 x 9 inches,1.5 pounds
The Right Kind of Stake,Fantasy : Dark,Stefon Mears,$13.99,,220 pages,Thousand Faces Publishing,"January 29, 2018",English,0997792469,978-0997792461,6 x 0.6 x 9 inches,13.9 ounces
Golden Lies (Book One) (Volume 1),Fantasy : Dark,Lynn Robieson,$25.75,Book One,790 pages,CreateSpace Independent Publishing Platform,"January 27, 2018",English,1984295233,978-1984295231,6 x 1.8 x 9 inches,2.8 pounds
Skyla of the Shield Maidens,Fantasy : Dark,Juliet Baranne,$7.29,,28 pages,CreateSpace Independent Publishing Platform; 1 edition,"January 14, 2018",English,1983885207,978-1983885204,6 x 0.1 x 9 inches,3.2 ounces
Worlds on Fire: Guardians Book 1.5,Fantasy : Dark,Lexi Ostrow,$6.99,Guardians,152 pages,CreateSpace Independent Publishing Platform,"January 21, 2018",English,1516812387,978-1516812387,6 x 0.4 x 9 inches,10.1 ounces
Merchant: Traveling Merchant Book One,Fantasy : Dark,William J Seymour,$15.99,Traveling Merchant (Book 1),318 pages,Book Furnace Publications,"January 22, 2018",English,1943266077,978-1943266074,5 x 0.7 x 8 inches,11.2 ounces
When the World Shook,Fantasy : Dark,H. Rider Haggard,$12.12,,306 pages,CreateSpace Independent Publishing Platform,"January 11, 2018",English,1983526487,978-1983526480,6 x 0.7 x 9 inches,1.2 pounds
The Greatest of Books: Deh Wersend Al Baku,Fantasy : Dark,Rosa Marchisella and Emma T Gitani,$7.98,,68 pages,Ember Park Imprint,"January 20, 2018",English,1775033902,978-1775033905,5 x 0.2 x 8 inches,4.5 ounces
The Blood of Altlock: Book 1 of the Altlock Saga (Volume 1),Fantasy : Dark,R. A. Miller,$9.99,The Altlock Saga,376 pages,CreateSpace Independent Publishing Platform; 2 edition,"January 12, 2018",English,198382383X,978-1983823831,6 x 0.3 x 9 inches,8.5 ounces
Warrior of the Void (Fantastica),Fantasy : Dark,M R Mathias,$14.99,Fantastica (Book 4),376.0 pages,Mathias Publishing,"January 2, 2018",English,1946187372,978-1946187376,6 x 0.8 x 9 inches,1 pounds
The Lone and Level Sands (Song of the Crickets) (Volume 1),Fantasy : Dark,Emerson Grey,$17.95,Song of the Crickets,496 pages,CreateSpace Independent Publishing Platform,"January 16, 2018",English,1983791377,978-1983791376,5.5 x 1.2 x 8.5 inches,1.6 pounds
Did Feast the Pack,Fantasy : Dark,Jerome Brooke,$7.29,,50 pages,CreateSpace Independent Publishing Platform; 3 edition,"January 23, 2018",English,1984173383,978-1984173386,6 x 0.1 x 9 inches,4.5 ounces
Shadow World Triumphant (Shadow World Chronicles) (Volume 4),Fantasy : Dark,Martin Golson,$16.95,Shadow World Chronicles,362 pages,CreateSpace Independent Publishing Platform; 1 edition,"January 6, 2018",English,1979417350,978-1979417358,5.2 x 0.9 x 8 inches,1.1 pounds
Agents of the Eye and Ear,Fantasy : Dark,Shawn O'Toole,$13.99,,354 pages,CreateSpace Independent Publishing Platform; First edition,"January 16, 2018",English,197959791X,978-1979597913,6 x 0.8 x 9 inches,1.3 pounds
Choosing a Master (Vampires and the Life of Erin Rose),Fantasy : Dark,S M Perlow,$10.71,Vampires and the Life of Erin Rose (Book 1),420 pages,Bealion Publishing,"January 16, 2018",English,0999285807,978-0999285800,5 x 0.9 x 8 inches,1 pounds
Lover of the Demon Born: A History of Astarte and the Demon Born,Fantasy : Dark,Jerome Brooke,$7.79,,72 pages,CreateSpace Independent Publishing Platform; 3 edition,"January 23, 2018",English,1984172530,978-1984172532,6 x 0.2 x 9 inches,5.6 ounces
Tangled Quests 2: The Dynasty Realms II: Tangled Quests 2 (The Twilight Rose of Infinite Worlds) (Volume 2),Fantasy : Dark,Adrian Jevon Murphy,$20.08,The Twilight Rose of Infinite Worlds (Book 2),330 pages,CreateSpace Independent Publishing Platform,"January 4, 2018",English,1546640134,978-1546640134,6 x 0.8 x 9 inches,1.2 pounds
Nathan's Clan of Deadheads (World of Deadheads),Fantasy : Dark,Paul Atreides,$15.99,World of Deadheads,278 pages,"The Wild Rose Press, Inc.","January 24, 2018",English,1509218947,978-1509218943,5 x 0.6 x 8 inches,13.1 ounces
Edelaine's Folly: Book One of the Idoramin Chronicles: An Epic Fantasy Adventure Novel (Volume 1),Fantasy : Dark,Morigan Shaw,$14.99,Idoramin Chronicles,352 pages,CreateSpace Independent Publishing Platform,"December 19, 2017",English,1983421391,978-1983421396,6 x 0.9 x 9 inches,1.3 pounds
Dark Wings (Shadow Wings) (Volume 2),Fantasy : Dark,May Deitrick,$15.25,Shadow Wings (Book 2),440 pages,CreateSpace Independent Publishing Platform; 1 edition,"December 12, 2017",English,1981567216,978-1981567218,6 x 1.1 x 9 inches,1.6 pounds
Through the Frost,Fantasy : Dark,Josh Greer,$15.99,,370.0 pages,"Page Publishing, Inc.","December 6, 2017",English,1640827471,978-1640827479,6 x 0.8 x 9 inches,1.1 pounds
Alone (Vampires and the Life of Erin Rose),Fantasy : Dark,S M Perlow,$14.99,Vampires and the Life of Erin Rose (Book 2),318.0 pages,Bealion Publishing,"December 22, 2017",English,0999285815,978-0999285817,5 x 0.7 x 8 inches,12.2 ounces
War (Vampires and the Life of Erin Rose),Fantasy : Dark,S M Perlow,$14.99,Vampires and the Life of Erin Rose (Book 5),330.0 pages,Bealion Publishing,"December 22, 2017",English,099928584X,978-0999285848,5 x 0.7 x 8 inches,12.6 ounces
The Twelve Steps: Short Stories,Fantasy : Dark,D A Ellis,$8.00,,180 pages,CreateSpace Independent Publishing Platform,"December 14, 2017",English,1981698698,978-1981698691,5.1 x 0.4 x 7.8 inches,9 ounces
A Time to Die (Elemental Rage) (Volume 2),Fantasy : Dark,Jeanette Raleigh,$14.99,Elemental Rage (Book 2),388 pages,CreateSpace Independent Publishing Platform,"December 23, 2017",English,1981783784,978-1981783786,6 x 0.7 x 9 inches,1.2 pounds
A Time to Kill (Elemental Rage) (Volume 1),Fantasy : Dark,Jeanette Raleigh,$15.99,Elemental Rage (Book 1),388 pages,CreateSpace Independent Publishing Platform,"December 23, 2017",English,1981783733,978-1981783731,6 x 0.9 x 9 inches,1.4 pounds
A Time to Die (Elemental Rage) (Volume 2),Fantasy : Dark,Jeanette Raleigh,$14.99,Elemental Rage (Book 2),326 pages,CreateSpace Independent Publishing Platform,"December 23, 2017",English,1981783784,978-1981783786,6 x 0.7 x 9 inches,1.2 pounds
Eclipse of the Sun: Age of Shadows: Book 1,Fantasy : Dark,Matthew A. Dickerson,$15.00,,330 pages,CreateSpace Independent Publishing Platform; 1 edition,"December 31, 2017",English,1983463477,978-1983463471,6 x 0.8 x 9 inches,1.2 pounds
Hinter dem Horizont - Season 4: Die Ankunft der Verdammnis (Final-Vengeance-Saga) (German Edition),Fantasy : Dark,Mark Farmer,$15.00,Final-Vengeance-Saga,410 pages,CreateSpace Independent Publishing Platform,"December 11, 2017",German,1981580786,978-1981580781,5.5 x 1 x 8.5 inches,1.3 pounds
The Bruja,Fantasy : Dark,Michael Molisani,$16.99,,296 pages,AuthorHouse,"December 29, 2017",English,1546222537,978-1546222538,6 x 0.6 x 9 inches,1 pounds
The Dimming (The Dimming Saga) (Volume 1),Fantasy : Dark,Michael R Stute,$15.86,The Dimming Saga,296 pages,CreateSpace Independent Publishing Platform; 1 edition,"December 17, 2017",English,1979200351,978-1979200356,5.2 x 0.7 x 8 inches,14.4 ounces
Ghere's Inferno,Fantasy : Dark,Paul E Cooley,$12.99,,322 pages,Shadowpublications.com,"December 5, 2017",English,1942137079,978-1942137078,6 x 0.7 x 9 inches,1.2 pounds
Captive in the Waves: A Gods Above and Below Fantasy Short Story (Volume 21),Fantasy : Dark,Meyari McFarland,$5.99,Gods Above and Below,44 pages,Mary M Raichle,"December 12, 2017",English,1944269843,978-1944269845,5 x 0.1 x 8 inches,3.5 ounces
The Slithering Spark: A Gods Above and Below Fantasy Short Story (Volume 20),Fantasy : Dark,Meyari McFarland,$5.99,Gods Above and Below,46 pages,Mary M Raichle,"November 24, 2017",English,1944269819,978-1944269814,5 x 0.1 x 8 inches,3.5 ounces
Rosinanti: Rise of the Dragon Lord (Volume 3),Fantasy : Dark,Kevin J. Kessler,$16.99,Rosinanti,396 pages,"Lavish Publishing, LLC; 1 edition","December 3, 2017",English,1944985379,978-1944985370,6 x 0.9 x 9 inches,1.5 pounds
Prophecy Girl (Camille Bishop),Fantasy : Dark,Ravin Tija Maurice and RMGraphX,$10.99,Camille Bishop (Book 1),374 pages,Ravin Maurice,"December 14, 2017",English,1775169308,978-1775169307,5 x 0.8 x 8 inches,13.1 ounces
Rogue Beauty: An Eve of Light Short Story,Fantasy : Dark,Harambee K. Grey-Sun,$5.99,Eve of Light,64 pages,"HyperVerse Books, LLC","December 11, 2017",English,1640449035,978-1640449039,5 x 0.2 x 8 inches,4.3 ounces
Coven Queen,Fantasy : Dark,Jeramy Goble,$11.99,,416 pages,Noachian Books,"December 5, 2017",English,099904351X,978-0999043516,5.2 x 1 x 8 inches,1.2 pounds
Waxing (The Obsidian Embers) (Volume 2),Fantasy : Dark,Angel Blackwood,$13.60,The Obsidian Embers,382 pages,Wildling Wolf Publications,"December 9, 2017",English,0999151312,978-0999151310,6 x 0.9 x 9 inches,1.4 pounds
Letters to Icarus,Fantasy : Dark,Piper Vignette,$13.95,,282 pages,With Wolvz Press; 1 edition,"December 18, 2017",English,0999639420,978-0999639429,6 x 0.7 x 9 inches,1.1 pounds
Trifles and Folly 2: A Deadly Curiosities Collection,Fantasy : Dark,Gail Z Martin,$24.99,Trifles and Folly (Book 2),568.0 pages,Sol Publishing,"December 28, 2017",English,1939704642,978-1939704641,6 x 1.3 x 9 inches,1.6 pounds
The Night Before Krampus,Fantasy : Dark,Peter Johnson,$11.99,,170 pages,CreateSpace Independent Publishing Platform,"December 5, 2017",English,1977765173,978-1977765178,5.5 x 0.4 x 8.5 inches,9.8 ounces
Scorched Shadows (The Hellequin Chronicles),Fantasy : Dark,Steve McHugh,$10.37,The Hellequin Chronicles (Book 7),508 pages,47North,"December 19, 2017",English,1542046602,978-1542046602,5.5 x 1 x 8.2 inches,1.1 pounds
The Bruja,Fantasy : Dark,Michael Molisani,$20.99,,268 pages,AuthorHouse,"December 29, 2017",English,1546222537,978-1546222538,6 x 0.6 x 9 inches,1 pounds
The Crabian Heart,Fantasy : Dark,Erik Hofstatter and Karen Runge,$10.99,,116 pages,Parallel Universe Publications,"December 27, 2017",English,0995717397,978-0995717398,5.2 x 0.3 x 8 inches,6.7 ounces
The Darkling Threads (Low-Ember Chronicles) (Volume 1),Fantasy : Dark,Derek Corsaro,$14.99,Low-Ember Chronicles,340 pages,SleepKingdom Press,"December 23, 2017",English,0999687700,978-0999687703,5.2 x 0.8 x 8 inches,1 pounds
A Borrowed Hell,Fantasy : Dark,L. D. Colter and Digital Fiction,$11.99,,270 pages,"Digital Fantasy Fiction, an imprint of Digital Fiction Publishing Corp.; 2 edition","December 17, 2017",English,1988863503,978-1988863504,5.5 x 0.7 x 8.5 inches,14.6 ounces
Memories Forgotten: Tales of Azurnoir Anthology,Fantasy : Dark,Anthony Tyrone Clemons,$6.89,,54 pages,CreateSpace Independent Publishing Platform,"December 1, 2017",English,1981648771,978-1981648771,6 x 0.1 x 9 inches,4.6 ounces
Red Rider Revolution: Book 2 of the Red Rider saga,Fantasy : Dark,Randall Allen Dunn,$16.95,The Red Rider,410 pages,CreateSpace Independent Publishing Platform,"December 26, 2017",English,198197184X,978-1981971848,6 x 1 x 9 inches,1.5 pounds
Heir to Darkness,Fantasy : Dark,Mr Ken Lignar,$16.00,,330 pages,CreateSpace Independent Publishing Platform,"December 4, 2017",English,197978955X,978-1979789554,6 x 0.7 x 9 inches,1.2 pounds
"Myths, Monsters, Mutations",Fantasy : Dark,Jessica Augustsson and Kimber Camacho,$13.99,,390 pages,CreateSpace Independent Publishing Platform,"December 5, 2017",English,198119410X,978-1981194100,5 x 1 x 8 inches,1.1 pounds
Graph Relic (Graph World) (Volume 5),Fantasy : Dark,M. Black,$7.99,Graph World,116 pages,CreateSpace Independent Publishing Platform,"December 8, 2017",English,1981547010,978-1981547012,5 x 0.3 x 8 inches,6.4 ounces
"Blood Armistice: The True Tales of Elizabeth Bathory, Vampire. Volume II",Fantasy : Dark,Wil Ogden Jr,$12.99,,238 pages,CreateSpace Independent Publishing Platform,"December 10, 2017",English,1981596860,978-1981596867,5 x 0.5 x 8 inches,11.5 ounces
Captive in the Waves: A Gods Above and Below Fantasy Short Story (Volume 21),Fantasy : Dark,Meyari McFarland,$5.99,Gods Above and Below,134 pages,Mary M Raichle,"December 12, 2017",English,1944269843,978-1944269845,5 x 0.1 x 8 inches,3.5 ounces
Gods Between and Behind: A Gods Above and Below Fantasy Collection (Volume 22),Fantasy : Dark,Meyari McFarland,$9.99,Gods Above and Below,134 pages,Mary M Raichle,"December 28, 2017",English,194426986X,978-1944269869,5 x 0.3 x 8 inches,7.2 ounces
Dead an Eternity,Fantasy : Dark,Demetra S. Gerontakis,$13.95,,270 pages,CreateSpace Independent Publishing Platform,"December 4, 2017",English,1540567184,978-1540567185,5 x 0.7 x 8 inches,12.6 ounces
The Seeker: An Oryn the Undying Fantasy Adventure (Dawn Bringer) (Volume 2),Fantasy : Dark,James Kampel,$12.95,Dawn Bringer (Book 2),310 pages,CreateSpace Independent Publishing Platform; 1 edition,"December 3, 2017",English,1978186681,978-1978186682,6 x 0.7 x 9 inches,1.2 pounds
