ID,Name,Category,Author,Price,Series,Pages,Publisher,Date,Language,ISBN_10,ISBN_13,Dimensions,Weight
6859,Daniel Jones  :  Doom,Fantasy - Dark Fantasy,Mark King,$17.99,,238.0,Rethink Press,December 2014,,1781331200,9781781331200,8.5 x 5.5 x 0.5 inches,0.62 pounds
6860,Ava's Revenge (an Unbounded Novella),Fantasy - Dark Fantasy,Teyla Branton,$8.95,,140.0,White Star Press,December 2014,,1939203554,9781939203557,8 x 5.25 x 0.3 inches,0.34 pounds
6861,A Soul for Atonement,Fantasy - Dark Fantasy,Crista McHugh,$8.99,,180.0,Crista McHugh,December 2014,,1940559863,9781940559865,8 x 5 x 0.41 inches,0.44 pounds
6862,Absence of Light (Ryan's Story),Fantasy - Dark Fantasy,Melyssa Winchester,$6.99,,140.0,Melyssa Winchester,December 2014,,1928139159,9781928139157,9 x 6 x 0.3 inches,0.43 pounds
6863,Blame the Bearer,Fantasy - Dark Fantasy,Frances Pauli,$10.95,,266.0,Createspace Independent Publishing Platform,December 2014,,1440447047,9781440447044,7.99 x 5 x 0.6 inches,0.64 pounds
6864,Banished,Fantasy - Dark Fantasy,Elissa Daye,$10.99,,202.0,World Castle Publishing,December 2014,,1629891940,9781629891941,9 x 6 x 0.46 inches,0.67 pounds
6865,The Dark of the Sun  :  Sun Saga: Book Two,Fantasy - Dark Fantasy,Kyri Freeman,$11.53,,314.0,Createspace Independent Publishing Platform,December 2014,,1505345367,9781505345360,9 x 6 x 0.66 inches,0.93 pounds
6866,The Lament of Sky,Fantasy - Dark Fantasy,Bb Wynter and B. B. Wynter,$13.15,,368.0,Createspace,December 2014,,1505397308,9781505397307,8 x 5 x 0.82 inches,0.88 pounds
6867,The Forgotten,Fantasy - Dark Fantasy,Keyes L. Dorsey and Isaac Cook,$10.00,,262.0,Createspace,December 2014,,1505416442,9781505416442,8 x 5 x 0.55 inches,0.58 pounds
6868,The Third Realm  :  Soul Condemnation Vol 1,Fantasy - Dark Fantasy,P. Tj Goodwin,$13.99,,330.0,Createspace,December 2014,,1505450500,9781505450507,8 x 5 x 0.69 inches,0.72 pounds
6869,Lovecraft a Esperance  :  Jean Calmet Detective de L'Etrange,Fantasy - Dark Fantasy,Pierre Dagon and Alain Pelosato,$5.38,,34.0,Createspace Independent Publishing Platform,December 2014,,1505645786,9781505645781,9.02 x 5.98 x 0.07 inches,0.13 pounds
6870,White Jade Reaper,Fantasy - Dark Fantasy,Morgan Blayde,$12.99,,302.0,Createspace,December 2014,,1505809533,9781505809534,9 x 6 x 0.63 inches,0.89 pounds
6871,The Way Captain,Fantasy - Dark Fantasy,Tyler Danann,$7.95,,104.0,Createspace Independent Publishing Platform,December 2014,,1502893673,9781502893673,9.02 x 5.98 x 0.25 inches,0.36 pounds
6872,Song of the Sapphire,Fantasy - Dark Fantasy,Todd Shryock,$13.63,,386.0,Createspace,December 2014,,1505216400,9781505216400,8 x 5 x 0.8 inches,0.84 pounds
6873,Fae - The Realm of Twilight  :  Book Two of the Riven Wyrde Saga,Fantasy - Dark Fantasy,Graham Austin-King,$9.49,,324.0,Fallen Leaf Press,December 2014,,0993003710,9780993003714,9 x 6 x 0.73 inches,1.05 pounds
6874,Finding It-666 the Beast  :  (It-666 the Beast Saga Book 1),Fantasy - Dark Fantasy,Cordelia Malthere,$10.42,,260.0,Malthere Publications Ltd,December 2014,,0993145019,9780993145018,9.02 x 5.98 x 0.55 inches,0.78 pounds
6875,The Dark,Fantasy - Dark Fantasy,Sean Wallace and Jack Fisher,$3.99,,48.0,Prime Books,November 2014,,1607016664,9781607016663,8.5 x 5.5 x 0.12 inches,0.16 pounds
6876,The Starlet of Topanga Canyon,Fantasy - Dark Fantasy,Michael Phillips,$18.95,,390.0,Lighthouse Publishing,November 2014,,1935079999,9781935079996,8 x 5 x 0.87 inches,0.93 pounds
6877,Dawn's Bright Talons,Fantasy - Dark Fantasy,Nerine Dorman,$12.99,,232.0,Crossroad Press,November 2014,,1941408036,9781941408032,9.21 x 6.14 x 0.49 inches,0.73 pounds
6878,Dark Awakened,Fantasy - Dark Fantasy,H. D. Smith,$12.95,,294.0,"""Wild Fey, LLC""",November 2014,,1942030029,9781942030027,8.5 x 5.51 x 0.66 inches,0.83 pounds
6879,The Taking,Fantasy - Dark Fantasy,Traci Robison,$16.99,,484.0,Createspace Independent Publishing Platform,November 2014,,1502719487,9781502719485,8.5 x 5.5 x 1.08 inches,1.34 pounds
6880,The Mist and the Darkness,Fantasy - Dark Fantasy,Charles S. Viar,$11.95,,330.0,Createspace Independent Publishing Platform,November 2014,,1502889412,9781502889416,9 x 6 x 0.69 inches,0.97 pounds
6881,The Dark Wells  :  Black and Grey: Mere Spex of Light,Fantasy - Dark Fantasy,H. A. Halfred and Ranee Dillon,$7.77,,178.0,Createspace Independent Publishing Platform,November 2014,,1503085406,9781503085404,9 x 6 x 0.41 inches,0.59 pounds
6882,Romasanta  :  Father of Werewolves,Fantasy - Dark Fantasy,Valerie Willis,$13.99,,374.0,Createspace Independent Publishing Platform,November 2014,,1503156656,9781503156654,7.99 x 5.24 x 0.83 inches,0.94 pounds
6883,Poinsettia,Fantasy - Dark Fantasy,Ravyn Karasu,$15.00,,260.0,Createspace,November 2014,,1503172724,9781503172722,9 x 6 x 0.59 inches,0.85 pounds
6884,From Slate to Crimson  :  Prelude to the War of Millennium Night,Fantasy - Dark Fantasy,Brandon Hill,$8.48,,212.0,Createspace,November 2014,,1503211959,9781503211957,8 x 5 x 0.45 inches,0.47 pounds
6885,The Return,Fantasy - Dark Fantasy,Marta,$14.99,,402.0,Createspace Independent Publishing Platform,November 2014,,1503292363,9781503292369,9.02 x 5.98 x 0.89 inches,1.29 pounds
6886,Middle Age Rae of Fucking Sunshine,Fantasy - Dark Fantasy,Dani Brown,$12.99,,136.0,Morbidbooks,November 2014,,0692330704,9780692330708,8 x 5.25 x 0.32 inches,0.36 pounds
6887,Eutaxis.  :  /Grievechronic,Fantasy - Dark Fantasy,Angel Brynner,$10.99,,138.0,Kokopellima Press,November 2014,,061590517X,9780615905174,7.99 x 5.24 x 0.3 inches,0.33 pounds
6888,Sia  :  Phantom Wolf,Fantasy - Dark Fantasy,Kia Carrington-Russell and Ynne Black and Ashley Patterson,$15.99,,228.0,Crystal Publishing,November 2014,,0992502861,9780992502867,9 x 6 x 0.52 inches,0.75 pounds
6889,The Written Graphic Novel,Fantasy - Dark Fantasy,Ben Galley and Mike Shipley,$15.99,,136.0,Bengalley.com,November 2014,,0992787130,9780992787134,11.02 x 8.5 x 0.37 inches,1 pounds
6890,Mirror's Heart,Fantasy - Dark Fantasy,Justine Alley Dowsett and Murandy Damodred and Sara Biddle,$16.95,,366.0,Mirror World Publishing,November 2014,,0992049040,9780992049041,9 x 6 x 0.82 inches,1.18 pounds
6891,In the House of Madame Heretia,Fantasy - Dark Fantasy,Scott J. Couturier,$14.99,,264.0,Createspace Independent Publishing Platform,November 2014,,1500752827,9781500752828,9.02 x 5.98 x 0.6 inches,0.86 pounds
6892,Il Primo Ordine  :  Libro Game Con Trama a Bivi,Fantasy - Dark Fantasy,Skyline Edizioni,$9.99,,140.0,Createspace Independent Publishing Platform,November 2014,,1503036928,9781503036925,9 x 6 x 0.3 inches,0.43 pounds
6893,Apion the Beast Man  :  The Demon Born,Fantasy - Dark Fantasy,Jerome Brooke,$7.79,,40.0,Createspace Independent Publishing Platform,November 2014,,1503181553,9781503181557,9.02 x 5.98 x 0.08 inches,0.15 pounds
6894,Undertow  :  Death's Twilight,Fantasy - Dark Fantasy,Claudette Melanson and Rachel Montreuil,$10.75,,286.0,Createspace Independent Publishing Platform,November 2014,,1503256308,9781503256309,9.02 x 5.98 x 0.6 inches,0.85 pounds
6895,The Final Reckoning,Fantasy - Dark Fantasy,L. F. Crowl,$9.89,,140.0,Createspace,November 2014,,1503288668,9781503288669,9 x 6 x 0.3 inches,0.43 pounds
6896,Temores No Mundo DOS Mortos,Fantasy - Dark Fantasy,Aline Filocreao Traldi and Valmir Clodoaldo Da Silva Junior,$13.97,,258.0,Createspace,November 2014,,1503293270,9781503293274,9 x 6 x 0.54 inches,0.77 pounds
6897,Legends of Garaaga,Fantasy - Dark Fantasy,Paul E. Cooley,$9.99,,256.0,Shadowpublications.com,November 2014,,1942137001,9781942137009,9 x 6 x 0.54 inches,0.76 pounds
6898,Blue Moon  :  Blue Moon: Young Adult Version,Fantasy - Dark Fantasy,Johnny Bryan Ward and Clay L. Finck,$17.99,,384.0,Beyond Thought Productions LLC,November 2014,,0692330941,9780692330944,8.5 x 5.5 x 0.79 inches,0.98 pounds
6899,Secret Roads,Fantasy - Dark Fantasy,Simon Williams,$12.99,,372.0,Completelynovel,November 2014,,1849142823,9781849142823,8.5 x 5.5 x 0.77 inches,0.95 pounds
6900,Cherry Blossom Express,Fantasy - Dark Fantasy,Kate Ressman,$9.99,,276.0,Golden Fleece Press,November 2014,,1942195036,9781942195030,8 x 5 x 0.62 inches,0.67 pounds
6901,The Ring of Void,Fantasy - Dark Fantasy,Miodrag Kovachevic,$5.99,,72.0,Createspace Independent Publishing Platform,November 2014,,1503356701,9781503356702,9 x 6 x 0.17 inches,0.26 pounds
6902,Revolution,Fantasy - Dark Fantasy,Lynn Robieson,$12.63,,350.0,Createspace,November 2014,,1503368440,9781503368446,9 x 6 x 0.73 inches,1.03 pounds
6903,Nytstars,Fantasy - Dark Fantasy,Jo-Anne Sieppert,$18.99,,434.0,Createspace Independent Publishing Platform,November 2014,,1502857030,9781502857033,8.5 x 5.51 x 0.97 inches,1.21 pounds
6904,Dancing with Demons,Fantasy - Dark Fantasy,Cheryl Hollaway,$6.08,,134.0,Createspace Independent Publishing Platform,November 2014,,1503169413,9781503169418,11.02 x 8.5 x 0.29 inches,0.72 pounds
6905,Adventures Nowhere,Fantasy - Dark Fantasy,Bryan Hig,$6.96,,84.0,Createspace Independent Publishing Platform,November 2014,,1505282195,9781505282191,8 x 5 x 0.2 inches,0.22 pounds
6906,Things Slip Through,Fantasy - Dark Fantasy,Thomas F. Monteleone and Kevin Lucia,$13.99,,322.0,Crystal Lake Publishing,November 2014,,0992241499,9780992241490,7.8 x 5.08 x 0.67 inches,0.7 pounds
6907,The Year's Best Australian Fantasy and Horror 2013,Fantasy - Dark Fantasy,Liz Grzyb and Talie Helene,$21.99,,496.0,Ticonderoga Publications,November 2014,,1921857730,9781921857737,9 x 6 x 1.11 inches,1.59 pounds
6908,Angel Dust,Fantasy - Dark Fantasy,Ian McHugh and Kaaron Warren,$14.99,,298.0,Ticonderoga Publications,November 2014,,192521205X,9781925212051,9 x 6 x 0.67 inches,0.97 pounds
6909,Vampire in Conflict,Fantasy - Dark Fantasy,Dale Mayer,$13.99,,258.0,Beverly Dale Mayer,November 2014,,1928122256,9781928122258,8 x 5.25 x 0.54 inches,0.6 pounds
6910,Light Before Day,Fantasy - Dark Fantasy,Christopher Rice,$15.95,,442.0,Thomas & Mercer,November 2014,,1477826661,9781477826669,8.1 x 5.5 x 1.3 inches,1.19 pounds
6911,Cold Hillside,Fantasy - Dark Fantasy,Nancy Baker,$16.99,,340.0,Chizine Publications,November 2014,,1771483105,9781771483100,9.2 x 6 x 0.8 inches,0.9 pounds
6912,Oh My Holy Phone,Fantasy - Dark Fantasy,Don Luis Zavala,$11.50,,280.0,Createspace Independent Publishing Platform,November 2014,,1500373435,9781500373436,8 x 5 x 0.63 inches,0.67 pounds
6913,Zombie Highway,Fantasy - Dark Fantasy,Jeffrey J. Hoy,$23.95,,446.0,iUniverse,November 2014,,149175222X,9781491752227,9 x 6 x 0.9 inches,1.31 pounds
6914,Hybrid  :  Volume I,Fantasy - Dark Fantasy,A. Boyd and J. Lawrence,$15.00,,312.0,Createspace Independent Publishing Platform,November 2014,,150046404X,9781500464042,9 x 6 x 0.7 inches,1.01 pounds
6915,Hellion King of Faerel  :  Book Two: World of Faerel,Fantasy - Dark Fantasy,Ted Fauster,$11.99,,302.0,Createspace Independent Publishing Platform,November 2014,,1503020495,9781503020498,9 x 6 x 0.63 inches,0.89 pounds
6916,Winston Berwick E Il Segreto del Mastro D'Armi,Fantasy - Dark Fantasy,Adrian Brandi,$10.53,,282.0,Createspace Independent Publishing Platform,November 2014,,1503111598,9781503111592,7.99 x 5 x 0.64 inches,0.68 pounds
6917,"""Corrupted  :  Southern Watch ,3""",Fantasy - Dark Fantasy,Robert J. Crane,$14.99,,356.0,Createspace,November 2014,,1503137406,9781503137400,8.5 x 5.5 x 0.79 inches,0.99 pounds
6918,Crossover,Fantasy - Dark Fantasy,Paul Proffet,$10.53,,282.0,Createspace Independent Publishing Platform,November 2014,,1503164306,9781503164307,9 x 6 x 0.59 inches,0.84 pounds
6919,Victory of the Immortal Queen  :  The Histories of Orpheus,Fantasy - Dark Fantasy,Jerome Brooke,$7.79,,146.0,Createspace Independent Publishing Platform,November 2014,,1503182746,9781503182745,9 x 6 x 0.31 inches,0.45 pounds
6920,Lesson in Blood  :  An Alderian Chronicle,Fantasy - Dark Fantasy,J. a. Marian,$9.99,,80.0,Createspace,November 2014,,1505388198,9781505388190,9 x 6 x 0.19 inches,0.28 pounds
6921,Vampire in Conflict,Fantasy - Dark Fantasy,Dale Mayer,$16.99,,330.0,Beverly Dale Mayer,November 2014,,1928122248,9781928122241,9 x 6 x 0.69 inches,0.97 pounds
6922,The Brotherhood,Fantasy - Dark Fantasy,L. a. Maldonado and Todd Barselow and Yvonne Lee,$13.99,,248.0,Createspace Independent Publishing Platform,November 2014,,1544612362,9781544612362,8.5 x 5.5 x 0.56 inches,0.7 pounds
6923,Blue Words,Fantasy - Dark Fantasy,M. C. Edwards,$16.00,,334.0,Warpath Print,November 2014,,0994172303,9780994172303,8.5 x 5.5 x 0.7 inches,0.85 pounds
6924,Ending Saga,Fantasy - Dark Fantasy,John Edward Medley,$8.95,,196.0,"""Definitive Works, LLC""",November 2014,,098355840X,9780983558408,8 x 5.25 x 0.45 inches,0.5 pounds
6925,Tales from the Lake Vol.1,Fantasy - Dark Fantasy,Graham Masterton and Bev Vincent and Elizabeth Massie,$13.99,,274.0,Crystal Lake Publishing,November 2014,,0992241472,9780992241476,7.8 x 5.08 x 0.58 inches,0.6 pounds
6926,Dark Is the Sea,Fantasy - Dark Fantasy,Heather Blanchard,$10.99,,202.0,Large Things Ltd,November 2014,,0993011241,9780993011245,7 x 5 x 0.46 inches,0.43 pounds
6927,Symphony of Power,Fantasy - Dark Fantasy,Lyndie Swedersky,$17.99,,370.0,W & B Publishers Inc.,November 2014,,0692318445,9780692318447,9 x 6 x 0.77 inches,1.09 pounds
6928,Hope for the Future,Fantasy - Dark Fantasy,Lynn Whyte-Heath,$16.63,,86.0,Xlibris Corporation,November 2014,,1499091818,9781499091816,9 x 6 x 0.21 inches,0.3 pounds
6929,The Sunflower Fields,Fantasy - Dark Fantasy,MR Ted Gerard,$10.70,,288.0,Createspace Independent Publishing Platform,November 2014,,1490419705,9781490419701,9.02 x 5.98 x 0.6 inches,0.85 pounds
6930,The Apex Predator  :  The Chain,Fantasy - Dark Fantasy,S. a. McKernan,$9.65,,252.0,Createspace Independent Publishing Platform,November 2014,,1500448400,9781500448400,9 x 6 x 0.53 inches,0.75 pounds
6931,Tangled,Fantasy - Dark Fantasy,Traci Robison,$16.99,,312.0,Createspace Independent Publishing Platform,November 2014,,1502734966,9781502734969,8.5 x 5.5 x 0.7 inches,0.88 pounds
6932,A Stranger to the Darklands  :  And Other Tales,Fantasy - Dark Fantasy,Stephen Blackehart,$12.99,,338.0,Createspace Independent Publishing Platform,November 2014,,1502970511,9781502970510,9 x 6 x 0.76 inches,1.09 pounds
6933,Shadow King,Fantasy - Dark Fantasy,Jennifer Eifrig and Ren Penick and Dana Reynolds,$16.99,,400.0,Createspace Independent Publishing Platform,November 2014,,1503133923,9781503133921,9.02 x 5.98 x 0.82 inches,1.17 pounds
6934,Eternal Vigilance  :  Book 3: Bound in Blood,Fantasy - Dark Fantasy,Gabrielle Faust,$11.99,,310.0,Createspace,November 2014,,1503210049,9781503210042,8 x 5.25 x 0.7 inches,0.78 pounds
6935,Curse of the Riftborn,Fantasy - Dark Fantasy,Donovan Deleware,$12.99,,354.0,Createspace,November 2014,,1503279626,9781503279629,7.81 x 5.06 x 0.74 inches,0.76 pounds
6936,My Heart Bleeds Black,Fantasy - Dark Fantasy,Todd Shryock,$13.10,,368.0,Createspace Independent Publishing Platform,November 2014,,1503311775,9781503311770,7.99 x 5 x 0.76 inches,0.8 pounds
6937,"""Valinthir, the First Vampyre  :  Part One: The Avenging Warrior""",Fantasy - Dark Fantasy,Larry W. Manning and Sarah B. Manning,$11.11,,282.0,Createspace,November 2014,,1503384691,9781503384699,9 x 6 x 0.59 inches,0.84 pounds
6938,Book Eight  :  The End & an Ordinary Day in Hell,Fantasy - Dark Fantasy,The Gemini Rising Rockin' Machine,$5.99,,102.0,Gemini Rising Rockin' Machine,November 2014,,0692326081,9780692326084,9 x 6 x 0.21 inches,0.32 pounds
6939,"""The Realmwalker Chronicles  :  The Pillars of Natura, Volume 1: Maior""",Fantasy - Dark Fantasy,Lee Aarons and Ph. D. Stephanie Mitchell and Spenn,$7.95,,156.0,Realmwalker Publishing Group,November 2014,,0986360112,9780986360114,9 x 6 x 0.33 inches,0.48 pounds
6940,The Cursed Dragon - Book One of the Age of Acama Series,Fantasy - Dark Fantasy,Rachal M. Roberts,$24.95,,404.0,Total Publishing and Media,October 2014,,1633020169,9781633020160,9 x 6 x 0.83 inches,1.19 pounds
6941,"""Limbus, Inc., Book II""",Fantasy - Dark Fantasy,Jonathan Maberry and Joe R. Lansdale and Gary a. Braunbeck,$18.95,,310.0,JournalStone,October 2014,,1940161339,9781940161334,9.02 x 5.98 x 0.7 inches,1.01 pounds
6942,Bloody Betrayals,Fantasy - Dark Fantasy,Rachel G. Strater and Glema G. Smith and James M. Strater Jr,$11.99,,198.0,Createspace Independent Publishing Platform,October 2014,,1515068323,9781515068327,9 x 6 x 0.42 inches,0.6 pounds
6943,Blood of Gods,Fantasy - Dark Fantasy,David Dalglish and Robert J. Duperre,$14.95,,672.0,47north,October 2014,,1477824987,9781477824986,8.2 x 5.4 x 1.8 inches,1.7 pounds
6944,Alfred Michaeli Constantine  :  The Black Moon's Sacrifice,Fantasy - Dark Fantasy,Kyle W. Manegold,$10.00,,228.0,Createspace Independent Publishing Platform,October 2014,,150077877X,9781500778774,9.02 x 5.98 x 0.52 inches,0.75 pounds
6945,Night at the Demontorium  :  The Complete Anthology,Fantasy - Dark Fantasy,Naima Haviland,$6.99,,102.0,Createspace,October 2014,,1502369400,9781502369406,9 x 6 x 0.21 inches,0.32 pounds
6946,Le Culte de L'Archange,Fantasy - Dark Fantasy,Victor Nicollet,$19.99,,412.0,Createspace,October 2014,,1502767708,9781502767707,8 x 5 x 0.84 inches,0.89 pounds
6947,The Gathering,Fantasy - Dark Fantasy,D. T. Wilkinson,$14.95,,362.0,Createspace Independent Publishing Platform,October 2014,,1502797216,9781502797216,10 x 7.01 x 0.75 inches,1.38 pounds
6948,Unreal City,Fantasy - Dark Fantasy,A. R. Meyering,$12.95,,216.0,Innisfree Press,October 2014,,0692313680,9780692313688,8.5 x 5.5 x 0.49 inches,0.62 pounds
6949,The Dark Defiles,Fantasy - Dark Fantasy,Richard K. Morgan,$18.00,,630.0,Del Rey Books,October 2014,,0345493109,9780345493101,9 x 6.1 x 1.6 inches,1.4 pounds
6950,Happiness and Other Diseases,Fantasy - Dark Fantasy,Sumiko Saulson,$14.99,,280.0,Createspace Independent Publishing Platform,October 2014,,150066863X,9781500668631,9.02 x 5.98 x 0.59 inches,0.83 pounds
6951,The Key,Fantasy - Dark Fantasy,Andrea M. Mouser,$12.99,,330.0,Createspace Independent Publishing Platform,October 2014,,1500946885,9781500946883,7.99 x 5 x 0.74 inches,0.79 pounds
6952,The Dark Wells  :  Black and Gray: Mere Spex of Light,Fantasy - Dark Fantasy,H. A. Halfred,$9.80,,258.0,Createspace Independent Publishing Platform,October 2014,,1502519828,9781502519825,9 x 6 x 0.58 inches,0.84 pounds
6953,Legacy of Darkness,Fantasy - Dark Fantasy,Dawn Peers,$11.47,,290.0,Createspace Independent Publishing Platform,October 2014,,1502757702,9781502757708,8 x 5 x 0.65 inches,0.7 pounds
6954,The Lightning Struck,Fantasy - Dark Fantasy,Mrs Jan Ferrierr,$9.08,,232.0,Createspace Independent Publishing Platform,October 2014,,1502765403,9781502765406,9.02 x 5.98 x 0.49 inches,0.7 pounds
6955,Angelicus,Fantasy - Dark Fantasy,MR Guillermo R. Tario,$14.99,,384.0,Createspace Independent Publishing Platform,October 2014,,1502772027,9781502772022,8.5 x 5.51 x 0.85 inches,1.07 pounds
6956,The Wrong Way Down  :  Book 1,Fantasy - Dark Fantasy,Jake Elliot and Tyson J. Mauermann and Becky a. Johnson,$13.50,,268.0,Createspace Independent Publishing Platform,October 2014,,1502780305,9781502780300,9 x 6 x 0.61 inches,0.87 pounds
6957,Leland Poet,Fantasy - Dark Fantasy,Matt Finucane,$10.49,,270.0,Createspace Independent Publishing Platform,October 2014,,1502833190,9781502833198,8.5 x 5.51 x 0.57 inches,0.7 pounds
6958,The Stronghold Saga,Fantasy - Dark Fantasy,Rossella Modugno,$20.00,,490.0,Createspace Independent Publishing Platform,October 2014,,1503133133,9781503133136,9 x 6 x 0.99 inches,1.43 pounds
6959,Faerie Blood  :  Song of the Lark,Fantasy - Dark Fantasy,Tal Good and Edward Goodman and Lorenzo Lercari,$7.99,,186.0,Createspace Independent Publishing Platform,October 2014,,150541265X,9781505412659,9.02 x 5.98 x 0.4 inches,0.56 pounds
6960,The Shadow Zone,Fantasy - Dark Fantasy,MR Richard Paracka and MS Dana Queen and MR Philip Bartholomew,$10.00,,142.0,Donnaink Publications,October 2014,,1939425522,9781939425522,9 x 6 x 0.3 inches,0.44 pounds
6961,Ivan  :  The Chronicles of Ahmmal,Fantasy - Dark Fantasy,Michael Ian Sugrue,$15.99,,226.0,Light Switch Press,October 2014,,1939828112,9781939828118,9.02 x 5.98 x 0.48 inches,0.68 pounds
6962,Phantazein,Fantasy - Dark Fantasy,Tansy Rayner Roberts and Faith Mudge and Tehani Wessely,$11.99,,254.0,Fablecroft Publishing,October 2014,,099228449X,9780992284497,8 x 5 x 0.58 inches,0.61 pounds
